img,title,link,stepbystep,cuisine,portions,time,ingredients,favourite,likes,dislikes
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/160302171541-160312102942-p-O-ovsyanka-v-banke-s-yablokom-i-koricey.jpg,Овсянка в банке с яблоком и корицей,https://eda.ru/recepty/zavtraki/ovsyanka-v-banke-s-yablokom-i-koricey-58278,0,,1,10 минут,"['{""id"": 14807, ""name"": ""Овсяные хлопья"", ""amount"": ""¼ стакана""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""⅓ стакана""}', '{""id"": 14694, ""name"": ""Натуральный йогурт"", ""amount"": ""¼ стакана""}', '{""id"": 13555, ""name"": ""Корица"", ""amount"": ""½ чайной ложки""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""1 чайная ложка""}', '{""id"": 14531, ""name"": ""Яблочное пюре"", ""amount"": ""¼ стакана""}']",51,1,1
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/160915225201-160922130051-p-O-skrembl-s-tortiley.jpg,Скрэмбл с тортильей,https://eda.ru/recepty/zavtraki/skrembl-s-tortiley-80696,0,Мексиканская кухня,4,30 минут,"['{""id"": 13639, ""name"": ""Куриная грудка"", ""amount"": ""200 г""}', '{""id"": 14193, ""name"": ""Помидоры в собственном соку"", ""amount"": ""100 г""}', '{""id"": 16489, ""name"": ""Красный соус табаско"", ""amount"": ""1 чайная ложка""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 чайная ложка""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""4 штуки""}', '{""id"": 14049, ""name"": ""Кукурузные лепешки"", ""amount"": ""4 штуки""}', '{""id"": 13969, ""name"": ""Сыр чеддер"", ""amount"": ""100 г""}', '{""id"": 14898, ""name"": ""Гуакамоле"", ""amount"": ""100 г""}']",31,1,0
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/161229143423-170120131911-p-O-tykvenno-tvorozhnye-keksy.jpg,Тыквенно-творожные кексы,https://eda.ru/recepty/zavtraki/tykvenno-tvorozhnye-keksy-91912,0,Русская кухня,6,50 минут,"['{""id"": 13774, ""name"": ""Тыква"", ""amount"": ""400 г""}', '{""id"": 13493, ""name"": ""Творог"", ""amount"": ""300 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13455, ""name"": ""Манная крупа"", ""amount"": ""3 столовые ложки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""3 столовые ложки""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""на кончике ножа""}']",12,1,0
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131082601-170523191412-p-O-vareniki-s-vishney-v-vishnevom-soke.jpg,Вареники с вишней в вишневом соке,https://eda.ru/recepty/zavtraki/vareniki-s-vishney-v-vishnevom-soke-93196,0,Украинская кухня,2,1 час,"['{""id"": 13556, ""name"": ""Вишня"", ""amount"": ""200 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""400 г""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""120 мл""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""100 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""5 г""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""100 г""}', '{""id"": 13495, ""name"": ""Сахарная пудра"", ""amount"": ""20 г""}']",8,1,0
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120130134327-170401223429-p-O-lenivye-vareniki-s-rassypchatym-tvorogom.jpg,Ленивые вареники с рассыпчатым творогом,https://eda.ru/recepty/zavtraki/lenivye-vareniki-s-rassypchatym-tvorogom-92672,0,Русская кухня,5,35 минут,"['{""id"": 14648, ""name"": ""Рассыпчатый творог"", ""amount"": ""400 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1 стакан""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""2 столовые ложки""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""200 г""}']",25,1,0
https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131090259-180128111203-p-O-domashnie-oladi.jpg,Домашние оладьи,https://eda.ru/recepty/zavtraki/domashnie-oladi-114441,0,Авторская кухня,4,20 минут,"['{""id"": 13557, ""name"": ""Кефир"", ""amount"": ""250 мл""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""2 столовые ложки""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""230 г""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""½ чайной ложки""}']",5,1,0
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/160927114839-161011195705-p-O-klassicheskie-koreyskie-yaichnye-rolly.jpg,Классические корейские яичные роллы,https://eda.ru/recepty/zavtraki/klassicheskie-koreyskie-yaichnye-rolly-80906,0,Корейская кухня,2,30 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""4 штуки""}', '{""id"": 13449, ""name"": ""Морковь"", ""amount"": ""1 штука""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""по вкусу""}', '{""id"": 13535, ""name"": ""Зеленый лук"", ""amount"": ""1 пучок""}', '{""id"": 13467, ""name"": ""Сладкий перец"", ""amount"": ""1 штука""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""3 столовые ложки""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""¼ чайной ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""¼ чайной ложки""}']",50,1,1
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131085751-161128144612-p-O-krep-s-yaycom-i-bekonom.jpg,Креп с яйцом и беконом,https://eda.ru/recepty/zavtraki/krep-s-yaycom-i-bekonom-91418,0,Французская кухня,4,20 минут,"['{""id"": 13519, ""name"": ""Сыр моцарелла"", ""amount"": ""30 г""}', '{""id"": 13486, ""name"": ""Шпинат"", ""amount"": ""30 г""}', '{""id"": 13464, ""name"": ""Бекон"", ""amount"": ""40 г""}', '{""id"": 15564, ""name"": ""Сыр пармезан"", ""amount"": ""20 г""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""5 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""1 л""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""80 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""5 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""10 штук""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""100 мл""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""600 г""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""250 мл""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""2 г""}']",8,1,0
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/110816125054-170320130735-p-O-salat-s-tvorogom-mango-i-belym-greypfrutom.png,"Салат с творогом, манго и белым грейпфрутом",https://eda.ru/recepty/zavtraki/salat-s-tvorogom-mango-i-belym-greypfrutom-92487,0,Американская кухня,2,30 минут,"['{""id"": 15470, ""name"": ""Белые грейпфруты"", ""amount"": ""½ штуки""}', '{""id"": 14208, ""name"": ""Манго"", ""amount"": ""½ штуки""}', '{""id"": 18293, ""name"": ""Творог 5%-ный"", ""amount"": ""150 г""}', '{""id"": 15041, ""name"": ""Зерна граната"", ""amount"": ""20 г""}', '{""id"": 14351, ""name"": ""Салат фризе"", ""amount"": ""30 г""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""20 мл""}', '{""id"": 13833, ""name"": ""Очищенные семена тыквы"", ""amount"": ""10 г""}', '{""id"": 24619, ""name"": ""Розовая гималайская соль"", ""amount"": ""щепотка""}', '{""id"": 13598, ""name"": ""Лайм"", ""amount"": ""½ штуки""}']",12,1,0
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131082151-150707194232-p-O-kasha-risovaya-s-izyumom-v-multivarke.jpg,Каша рисовая с изюмом в мультиварке,https://eda.ru/recepty/zavtraki/kasha-risovaya-s-izyumom-v-multivarke-51348,0,Русская кухня,4,30 минут,"['{""id"": 13435, ""name"": ""Рис"", ""amount"": ""150 г""}', '{""id"": 15691, ""name"": ""Молоко 2,5%-ое"", ""amount"": ""500 мл""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""20 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""5 г""}', '{""id"": 13434, ""name"": ""Изюм"", ""amount"": ""20 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""10 г""}']",8,1,0
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/160406123417-160410114101-p-O-oladi-iz-yogurta.jpg,Оладьи из йогурта,https://eda.ru/recepty/zavtraki/oladi-iz-yogurta-68820,0,,2,35 минут,"['{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""1 чайная ложка""}', '{""id"": 14694, ""name"": ""Натуральный йогурт"", ""amount"": ""300 мл""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""200 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""50 г""}']",26,1,0
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131084230-1709231215410-p-O-buterbrod-s-avokado.jpg,Бутерброд с авокадо,https://eda.ru/recepty/zavtraki/buterbrod-s-avokado-94037,0,Итальянская кухня,4,20 минут,"['{""id"": 14015, ""name"": ""Хлебные крошки"", ""amount"": ""30 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""50 мл""}', '{""id"": 13604, ""name"": ""Авокадо"", ""amount"": ""½ штуки""}', '{""id"": 16937, ""name"": ""Творожный сыр"", ""amount"": ""100 г""}', '{""id"": 13518, ""name"": ""Помидоры черри"", ""amount"": ""2 штуки""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 16102, ""name"": ""Белые кунжутные семечки "", ""amount"": ""щепотка""}', '{""id"": 14727, ""name"": ""Семена льна"", ""amount"": ""щепотка""}']",7,1,0
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/150206102918-150213094015-p-O-vishnja-s-sirom-mocarella-v-lavashe.jpg,Вишня с сыром Моцарелла в лаваше,https://eda.ru/recepty/zavtraki/vishnja-s-sirom-mocarella-v-lavashe-48866,0,Европейская кухня,4,20 минут,"['{""id"": 14144, ""name"": ""Армянский лаваш"", ""amount"": ""3 штуки""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""150 г""}', '{""id"": 17391, ""name"": ""Вишня без косточек"", ""amount"": ""300 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""5 столовых ложек""}', '{""id"": 13519, ""name"": ""Сыр моцарелла"", ""amount"": ""300 г""}', '{""id"": 13526, ""name"": ""Лимонная цедра"", ""amount"": ""¼ штуки""}']",49,1,0
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213181135-141009213248-p-O-anglijskij-hlebnij-puding.jpg,Английский хлебный пудинг,https://eda.ru/recepty/zavtraki/anglijskij-hlebnij-puding-46835,0,Европейская кухня,6,35 минут,"['{""id"": 14591, ""name"": ""Батон"", ""amount"": ""1 штука""}', '{""id"": 15823, ""name"": ""Изюм без косточек"", ""amount"": ""100 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""150 г""}', '{""id"": 13502, ""name"": ""Ванильный сахар"", ""amount"": ""по вкусу""}', '{""id"": 14485, ""name"": ""Молотая корица"", ""amount"": ""по вкусу""}', '{""id"": 14119, ""name"": ""Сливки 10%-ные"", ""amount"": ""400 мл""}']",24,1,1
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/140408181639-150111161042-p-O-jaichnij-rulet-s-salatom.jpg,Яичный рулет с салатом,https://eda.ru/recepty/zavtraki/jaichnij-rulet-s-salatom-48194,0,Европейская кухня,2,30 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""4 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 столовые ложки""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""2 столовые ложки""}', '{""id"": 13606, ""name"": ""Крабовые палочки"", ""amount"": ""3 штуки""}', '{""id"": 13897, ""name"": ""Пекинская капуста"", ""amount"": ""100 г""}', '{""id"": 13440, ""name"": ""Майонез"", ""amount"": ""по вкусу""}', '{""id"": 13497, ""name"": ""Сухарики"", ""amount"": ""по вкусу""}']",19,1,0
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131085657-141124133826-p-O-pirog-so-sparzhej.jpg,Пирог со спаржей,https://eda.ru/recepty/zavtraki/pirog-so-sparzhej-47130,0,Европейская кухня,4,40 минут,"['{""id"": 15481, ""name"": ""Спаржа"", ""amount"": ""16 стеблей""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""8 штук""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""2 стакана""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""1 банка""}', '{""id"": 13824, ""name"": ""Кервель"", ""amount"": ""8 стеблей""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 15864, ""name"": ""Сладкий перец"", ""amount"": ""1 штука""}', '{""id"": 13452, ""name"": ""Ветчина"", ""amount"": ""115 г""}']",6,1,0
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120214130615-151023155724-p-O-madridskie-churros.jpg,Мадридские чуррос,https://eda.ru/recepty/zavtraki/madridskie-churros-53178,0,Испанская кухня,6,20 минут,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""225 г""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""250 мл""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""1 л""}']",36,1,1
https://img07.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120214135414-160416151933-p-O-oblepihovyy-cyroedcheskiy-zavtrak-krasnymi-apelsinami-i-fistashkami.jpg,Облепиховый cыроедческий завтрак красными…,https://eda.ru/recepty/zavtraki/oblepihovyy-cyroedcheskiy-zavtrak-krasnymi-apelsinami-i-fistashkami-68932,0,,2,15 минут,"['{""id"": 19572, ""name"": ""Зеленая гречневая крупа"", ""amount"": ""1 стакан""}', '{""id"": 15269, ""name"": ""Облепиха"", ""amount"": ""½ стакана""}', '{""id"": 43618, ""name"": ""Абрикосовый урбеч"", ""amount"": ""2 стакана""}', '{""id"": 14832, ""name"": ""Кокосовое масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 15067, ""name"": ""Красные апельсины"", ""amount"": ""1 штука""}', '{""id"": 14311, ""name"": ""Зеленые фисташки"", ""amount"": ""40 г""}', '{""id"": 14127, ""name"": ""Цветочный мед"", ""amount"": ""2 столовые ложки""}']",18,1,0
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/160302171541-160312102329-p-O-ovsyanka-v-banke-s-bananom-i-kakao.jpg,Овсянка в банке с бананом и какао,https://eda.ru/recepty/zavtraki/ovsyanka-v-banke-s-bananom-i-kakao-58277,0,,1,10 минут,"['{""id"": 14807, ""name"": ""Овсяные хлопья"", ""amount"": ""¼ стакана""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""⅓ стакана""}', '{""id"": 14694, ""name"": ""Натуральный йогурт"", ""amount"": ""¼ стакана""}', '{""id"": 14096, ""name"": ""Какао-порошок"", ""amount"": ""1 столовая ложка""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""1 чайная ложка""}', '{""id"": 13547, ""name"": ""Бананы"", ""amount"": ""¼ штуки""}']",101,1,0
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/151107133432-151112192754-p-O-omlet-s-kopchenoj-pikshej.jpg,Омлет с копченой пикшей,https://eda.ru/recepty/zavtraki/omlet-s-kopchenoj-pikshej-53616,0,,1,15 минут,"['{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""100 мл""}', '{""id"": 13466, ""name"": ""Тимьян"", ""amount"": ""3 стебля""}', '{""id"": 14167, ""name"": ""Филе копченой пикши"", ""amount"": ""100 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""25 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""15 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}', '{""id"": 13629, ""name"": ""Морская соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13414, ""name"": ""Зеленый салат"", ""amount"": ""по вкусу""}']",28,1,2
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/151021114948-151027142745-p-O-omlet-s-gribami-i-kurinoj-pechenkoj.jpg,Омлет с грибами и куриной печенкой,https://eda.ru/recepty/zavtraki/omlet-s-gribami-i-kurinoj-pechenkoj-53245,0,Русская кухня,4,20 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}', '{""id"": 15543, ""name"": ""Грибы"", ""amount"": ""300 г""}', '{""id"": 13748, ""name"": ""Куриная печень"", ""amount"": ""200 г""}', '{""id"": 13454, ""name"": ""Белый хлеб"", ""amount"": ""1 штука""}', '{""id"": 15371, ""name"": ""Лук"", ""amount"": ""1 головка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 13461, ""name"": ""Базилик"", ""amount"": ""1 пучок""}', '{""id"": 13535, ""name"": ""Зеленый лук"", ""amount"": ""5 стеблей""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 14635, ""name"": ""Сушеный укроп"", ""amount"": ""щепотка""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""щепотка""}', '{""id"": 13629, ""name"": ""Морская соль"", ""amount"": ""щепотка""}']",6,1,0
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150326170337-150401181246-p-O-meksikanskoe-zapechennoe-jajco-s-guakamole.jpg,Мексиканское запеченное яйцо с гуакамоле,https://eda.ru/recepty/zavtraki/meksikanskoe-zapechennoe-jajco-s-guakamole-49774,0,Мексиканская кухня,4,1 час 10 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""4 штуки""}', '{""id"": 13643, ""name"": ""Красный лук"", ""amount"": ""½ головки""}', '{""id"": 14513, ""name"": ""Черная консервированная  фасоль"", ""amount"": ""1 банка""}', '{""id"": 13793, ""name"": ""Маринованный перец"", ""amount"": ""2 штуки""}', '{""id"": 13518, ""name"": ""Помидоры черри"", ""amount"": ""125 г""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""5 столовых ложек""}', '{""id"": 14352, ""name"": ""Молотый кумин (зира) "", ""amount"": ""1 чайная ложка""}', '{""id"": 13760, ""name"": ""Молотый кориандр "", ""amount"": ""1 чайная ложка""}', '{""id"": 15014, ""name"": ""Перец чили хлопьями"", ""amount"": ""по вкусу""}', '{""id"": 14333, ""name"": ""Черный шоколад 70%"", ""amount"": ""10 г""}', '{""id"": 16604, ""name"": ""Луковый маринад"", ""amount"": ""по вкусу""}', '{""id"": 13604, ""name"": ""Авокадо"", ""amount"": ""1 штука""}', '{""id"": 13524, ""name"": ""Лук-шалот"", ""amount"": ""1 штука""}', '{""id"": 13630, ""name"": ""Кинза"", ""amount"": ""½ пучка""}', '{""id"": 13598, ""name"": ""Лайм"", ""amount"": ""1 штука""}', '{""id"": 15397, ""name"": ""Копченая паприка"", ""amount"": ""1 чайная ложка""}', '{""id"": 16461, ""name"": ""Тертый твердый сыр"", ""amount"": ""3 столовые ложки""}']",41,1,0
https://img07.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/110816122017-1703151657020-p-O-polenta-s-gribnym-sousom.jpg,Полента с грибным соусом,https://eda.ru/recepty/zavtraki/polenta-s-gribnym-sousom-92495,0,Итальянская кухня,4,1 час,"['{""id"": 14601, ""name"": ""Кукурузная мука для поленты"", ""amount"": ""300 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 столовые ложки""}', '{""id"": 13509, ""name"": ""Шампиньоны"", ""amount"": ""250 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 14139, ""name"": ""Специи"", ""amount"": ""по вкусу""}']",24,1,0
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131082911-170619163222-p-O-omlet-cezar.jpg,Омлет «Цезарь»,https://eda.ru/recepty/zavtraki/omlet-cezar-93349,0,Американская кухня,1,10 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""4 столовые ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13452, ""name"": ""Ветчина"", ""amount"": ""2 куска""}', '{""id"": 13992, ""name"": ""Салат айсберг"", ""amount"": ""1 стебель""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""1 штука""}', '{""id"": 13607, ""name"": ""Плавленый сырок"", ""amount"": ""по вкусу""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""1 чайная ложка""}']",8,1,0
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120515204458-150414224710-p-O-blinchiki-na-sivorotke-bez-jaic.jpg,Блинчики на сыворотке без яиц,https://eda.ru/recepty/zavtraki/blinchiki-na-sivorotke-bez-jaic-50061,0,Европейская кухня,2,1 час 30 минут,"['{""id"": 14494, ""name"": ""Сыворотка"", ""amount"": ""1 стакан""}', '{""id"": 27204, ""name"": ""Пшеничная мука высшего сорта"", ""amount"": ""200 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""по вкусу""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""1,5 чайные ложки""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""щепотка""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""1 столовая ложка""}']",19,1,1
https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213180404-150422205654-p-O-kabachkovie-blinchiki.jpg,Кабачковые блинчики,https://eda.ru/recepty/zavtraki/kabachkovie-blinchiki-50213,0,Европейская кухня,1,40 минут,"['{""id"": 13539, ""name"": ""Кабачки"", ""amount"": ""200 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 14109, ""name"": ""Овсяная мука"", ""amount"": ""15 чайных ложек""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""70 мл""}']",12,1,0
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/160223102951-160710124215-p-O-rybnyy-omlet.jpg,Рыбный омлет,https://eda.ru/recepty/zavtraki/rybnyy-omlet-69767,0,,2,20 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""4 штуки""}', '{""id"": 17157, ""name"": ""Филе минтая"", ""amount"": ""200 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""100 мл""}', '{""id"": 13425, ""name"": ""Укроп"", ""amount"": ""по вкусу""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""по вкусу""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""20 г""}']",25,1,0
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131090114-151013185540-p-O-pshennaja-zapekanka-s-tikvoj.jpg,Пшенная запеканка с тыквой,https://eda.ru/recepty/zavtraki/pshennaja-zapekanka-s-tikvoj-52969,0,Русская кухня,2,1 час,"['{""id"": 13774, ""name"": ""Тыква"", ""amount"": ""400 г""}', '{""id"": 13710, ""name"": ""Пшено"", ""amount"": ""50 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""500 мл""}', '{""id"": 13493, ""name"": ""Творог"", ""amount"": ""200 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""по вкусу""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""1 столовая ложка""}']",12,1,0
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/160620142952-160629135212-p-O-grenki-s-pomidorami-i-syrom-na-zavtrak.jpg,Гренки с помидорами и сыром на завтрак,https://eda.ru/recepty/zavtraki/grenki-s-pomidorami-i-syrom-na-zavtrak-79791,0,,4,20 минут,"['{""id"": 13454, ""name"": ""Белый хлеб"", ""amount"": ""3 куска""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""2 столовые ложки""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""½ штуки""}', '{""id"": 15464, ""name"": ""Тертый сыр"", ""amount"": ""3 столовые ложки""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""по вкусу""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",68,1,0
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/140416134740-160907224349-p-O-zelyonye-blinchiki-iz-zeleni-i-shpinata.jpg,Зелёные блинчики из зелени и шпината,https://eda.ru/recepty/zavtraki/zelyonye-blinchiki-iz-zeleni-i-shpinata-80524,0,Американская кухня,4,35 минут,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1 стакан""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""½ стакана""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""100 г""}', '{""id"": 13486, ""name"": ""Шпинат"", ""amount"": ""30 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 столовая ложка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""1 чайная ложка""}']",6,1,0
